"","Symbol_Mouse","Symbol_Rat"
"18614","Vmn1r259","Vom1r34"
"18615","Vmn1r259","Vom1r64"
"18616","Vmn1r260","Vom1r34"
"18617","Vmn1r260","Vom1r64"
"18618","Vmn1r91","Vom1r34"
"18619","Vmn1r91","Vom1r64"
"18620","Vmn1r93","Vom1r34"
"18621","Vmn1r93","Vom1r64"
"18622","Vmn1r94","Vom1r34"
"18623","Vmn1r94","Vom1r64"
"18624","Vmn1r95","Vom1r34"
"18625","Vmn1r95","Vom1r64"
"18626","Cbr2","LOC688320"
"18627","Cdc14b","Cdc14b"
"18628","Gm5848","Snrpd2l"
"18629","Eml6","Eml6"
"18633","Cntnap5b","Cntnap5b"
"18635","Fpr-rs6","Fpr-rs6"
"18636","Enho","Enho"
"18637","Vmn2r76","Vom2r43"
"18638","Tomm5","Tomm5"
"18639","Gm15104","LOC685095"
"18640","Gm20153","LOC685095"
"18641","2310050C09Rik","LOC686143"
"18642","Rhox13","Rhox13"
"18643","Krtap7-1","Krtap7-1"
"18644","Zglp1","Zglp1"
"18651","Tmem262","Tmem262"
"18656","4930438A08Rik","RGD1308564"
"18659","Smim17","Smim17"
"18661","Gm10267","RGD1559536"
"18662","Ankrd66","Ankrd66"
"18663","Inafm1","Inafm1"
"18664","Zfp955a","Zfp955a"
"18665","Zfp955b","Zfp955a"
"18666","Gm4925","RGD1561102"
"18667","Fkbp1a","Fkbp1a"
"18668","Rpl27","Rpl27"
"18669","Gm4705","Rpl34"
"18670","Rpl34","Rpl34"
"18671","Rpl34-ps1","Rpl34"
"18672","Olfr802","Olr964"
"18673","Olfr803","Olr952"
"18674","Olfr218","Olr1582"
"18675","Olfr1368","Olr1660"
"18676","Olfr303","LOC100910993"
"18677","Olfr303","Olr19"
"18678","Olfr554","Olr48"
"18679","Olfr629","Olr124"
"18680","Olfr658","LOC100910075"
"18681","Olfr658","LOC100910804"
"18682","Olfr658","Olr159"
"18683","Olfr658","Olr163"
"18684","Olfr670","Olr178"
"18685","Olfr481","Olr246"
"18686","Olfr123","Olr1695"
"18687","Olfr995","Olr442"
"18688","Olfr1277","Olr750"
"18689","Olfr986","Olr1341"
"18690","Olfr765","Olr878"
"18691","Olfr767","Olr878"
"18692","Olfr1123","Olr561"
"18693","Olfr52","LOC100912431"
"18694","Olfr52","Olr483"
"18695","Olfr384","Olr1488"
"18696","Olfr617","Olr110"
"18697","Olfr963","Olr1313"
"18698","Olfr348","Olr409"
"18699","Olfr1370","Olr1664"
"18701","Higd1c","Higd1c"
"18702","Ppp1ca","Ppp1ca"
"18703","Them6","Them6"
"18704","Psma7","Psma7"
"18708","Mill1","Mill1"
"18709","Olfr1383","Olr1398"
"18710","Tbc1d22a","Tbc1d22a"
"18711","Ccdc78","Ccdc78"
"18712","Apobec3","Apobec3"
"18716","Stx4a","Stx4"
"18717","Trappc4","Trappc4"
"18719","Abhd18","Abhd18"
"18720","Rpl7a","Rpl7a"
"18721","Nupr1l","Nupr2"
"18722","2410002F23Rik","Fv1"
"18723","Cxcl1","Cxcl1"
"18724","Sptlc3","Sptlc3"
"18726","Gm17359","LOC499643"
"18727","Fads2b","Fads2b"
"18728","Gdf1","Gdf1"
"18729","Ctsg","Ctsg"
"18730","Pfkfb1","Pfkfb1"
"18731","Cetn1","Cetn1"
"18732","Zfp266","Zfp266"
"18733","Ywhaq","Ywhaq"
"18734","Ywhaq-ps3","Ywhaq"
"18735","Synrg","Synrg"
"18736","Sprr1a","Sprr1a"
"18737","Ptger3","Ptger3"
"18738","Psors1c2","Psors1c2"
"18739","1810013L24Rik","RGD1309748"
"18740","Mcts2","Mcts2"
"18741","Prss52","LOC683422"
"18742","4931406B18Rik","LOC690483"
"18743","Them7","LOC691083"
"18744","Gzmc","Gzmc"
"18745","Gzmc","LOC691695"
"18746","Alox12e","Alox12e"
"18747","Rp1l1","Rp1l1"
"18753","Olfr1395","Tpcr12"
"18754","Siglecl1","Siglecl1"
"18755","Psapl1","Psapl1"
"18756","Gpr141b","LOC102546579"
"18757","Pga5","LOC100910889"
"18758","Pga5","Pga5"
"18759","Shank2","Shank2"
"18760","H2bl1","LOC684444"
"18761","Nps","Nps"
"18762","Fam163b","Fam163b"
"18763","Mageb11","LOC682831"
"18764","Smco2","Smco2"
"18765","Mtcp1","Cmc4"
"18766","Olfr49","Olr1646"
"18767","AU018091","LOC292543"
"18768","Maz","Maz"
"18769","Otulin","Otulin"
"18770","Tmem35b","Tmem35b"
"18771","Skint7","Skint8"
"18772","Skint8","Skint8"
"18773","Olfr1358","Olr1088"
"18774","Try4","Prss3"
"18775","Try5","Prss3"
"18776","Try5","Prss3"
"18778","Prrc2b","Prrc2b"
"18779","Pramex2","RGD1566159"
"18780","Olfr259","Olr542"
"18781","Olfr259","Olr552"
"18782","Olfr1313","LOC100909613"
"18783","Olfr1313","Olr786"
"18784","Olfr1313","Olr796"
"18785","Btnl4","Btn3a2"
"18786","Btnl4","Btnl5"
"18787","Btnl4","Btnl7"
"18788","Btnl4","Btnl8"
"18789","Btnl4","LOC100911938"
"18790","Btnl4","LOC100911983"
"18791","Btnl4","RGD1624210"
"18792","Btnl6","Btn3a2"
"18793","Btnl6","Btnl5"
"18794","Btnl6","Btnl7"
"18795","Btnl6","Btnl8"
"18796","Btnl6","LOC100911938"
"18797","Btnl6","LOC100911983"
"18798","Btnl6","RGD1624210"
"18799","Cyp11b1","Cyp11b3"
"18800","Cyp11b1","LOC100910462"
"18801","Olfr1099","Olr529"
"18802","Tmem203","Tmem203"
"18803","Gapdh","Gapdh"
"18804","Gapdh-ps15","Gapdh"
"18805","Phc1","Phc1"
"18806","Krt42","Krt42"
"18807","Zfp799","Zfp799"
"18808","Rps7","LOC100362830"
"18809","Rps7","Rps7"
"18810","Insyn2b","Insyn2b"
"18811","Vdac1","Vdac1"
"18812","Gcnt7","Gcnt7"
"18813","Clcnkb","Clcnkb"
"18814","Snrpd1","Snrpd1"
"18815","Ube4b","Ube4b"
"18816","Gm7694","LOC100361087"
"18817","Tmem91","Tmem91"
"18818","Fabp5","Fabp5"
"18821","Zfp72","LOC100911237"
"18822","Rnf214","Rnf214"
"18823","Phldb3","Phldb3"
"18824","4930544D05Rik","LOC687707"
"18825","Ccdc166","Ccdc166"
"18826","Shisa9","Shisa9"
"18827","Ppp1r3g","Ppp1r3g"
"18828","Ubtfl1","RGD1304745"
"18829","1110032F04Rik","LOC100362176"
"18830","Bean1","Bean1"
"18831","Tmem221","Tmem221"
"18832","Fsip2","Fsip2"
"18834","Mbl2","LOC100911854"
"18835","Mbl2","Mbl2"
"18836","Krt14","Krt14"
"18837","Acy1","Acy1"
"18838","Aldh1a1","Aldh1a1"
"18839","Rpl23a","Rpl23a"
"18840","Olfr665","Olr171"
"18841","Olfr485","Olr251"
"18842","Olfr486","Olr251"
"18843","Olfr487","Olr251"
"18844","Olfr488","Olr251"
"18845","Olfr46","Olr304"
"18846","Olfr46","Olr305"
"18847","Olfr46","Olr306"
"18848","Olfr46","Olr307"
"18849","Olfr46","Olr309"
"18850","Olfr538","Olr304"
"18851","Olfr538","Olr305"
"18852","Olfr538","Olr306"
"18853","Olfr538","Olr307"
"18854","Olfr538","Olr309"
"18855","Olfr1477","Olr357"
"18856","Olfr1477","Olr367"
"18857","Olfr1480","Olr357"
"18858","Olfr1480","Olr367"
"18859","Olfr1484","Olr357"
"18860","Olfr1484","Olr367"
"18861","Olfr1487","Olr357"
"18862","Olfr1487","Olr367"
"18863","Olfr239","Olr1090"
"18864","Olfr239","Olr1095"
"18865","Olfr55","Olr1090"
"18866","Olfr55","Olr1095"
"18867","Olfr905","LOC100912088"
"18868","Olfr905","LOC100912488"
"18869","Olfr905","Olr1241"
"18870","Olfr943","Olr1293"
"18871","Olfr32","Olr737"
"18872","Olfr1186","LOC100910893"
"18873","Olfr1186","Olr624"
"18874","Olfr1186","Olr635"
"18875","Olfr1186","Olr637"
"18876","Olfr1186","Olr640"
"18877","Olfr606","Olr96"
"18878","Olfr435","Olr819"
"18879","Olfr133","LOC100910263"
"18880","Olfr133","Olr1670"
"18881","Olfr133","Olr1673"
"18882","Olfr133","Olr1675"
"18883","Olfr133","Olr1678"
"18884","Olfr133","Olr1679"
"18885","Olfr133","Olr1680"
"18886","Olfr133","Olr1681"
"18887","Olfr133","Olr1682"
"18888","Olfr133","Olr1683"
"18889","Olfr134","LOC100910263"
"18890","Olfr134","Olr1670"
"18891","Olfr134","Olr1673"
"18892","Olfr134","Olr1675"
"18893","Olfr134","Olr1678"
"18894","Olfr134","Olr1679"
"18895","Olfr134","Olr1680"
"18896","Olfr134","Olr1681"
"18897","Olfr134","Olr1682"
"18898","Olfr134","Olr1683"
"18899","Olfr135","LOC100910263"
"18900","Olfr135","Olr1670"
"18901","Olfr135","Olr1673"
"18902","Olfr135","Olr1675"
"18903","Olfr135","Olr1678"
"18904","Olfr135","Olr1679"
"18905","Olfr135","Olr1680"
"18906","Olfr135","Olr1681"
"18907","Olfr135","Olr1682"
"18908","Olfr135","Olr1683"
"18909","Olfr1537","LOC100911015"
"18910","Olfr27","LOC100911015"
"18911","Olfr944","LOC100911015"
"18912","Olfr118","LOC100362856"
"18913","Olfr118","Olr1697"
"18914","Olfr118","Olr1699"
"18915","Olfr118","Olr1700"
"18916","Olfr118","Olr1701"
"18917","Olfr120","LOC100362856"
"18918","Olfr120","Olr1697"
"18919","Olfr120","Olr1699"
"18920","Olfr120","Olr1700"
"18921","Olfr120","Olr1701"
"18922","Rps15","Rps15"
"18923","Actb","Actb"
"18924","Rpl5","Rpl5"
"18925","Ftmt","Ftmt"
"18927","Camp","Camp"
"18928","Tmem30a","Tmem30a"
"18929","Hba-x","Hbz"
"18930","Eif4g1","Eif4g1"
"18931","Ssrp1","Ssrp1"
"18932","Nutf2","Nutf2"
"18933","Nutf2-ps2","Nutf2"
"18934","Rps12","Rps12"
"18935","Taar2","Taar2"
"18936","Svs3a","LOC100909545"
"18937","Svs3a","LOC100909631"
"18938","Svs3a","Svs3a"
"18939","Svs3a","Svs3b"
"18940","Svs3b","LOC100909545"
"18941","Svs3b","LOC100909631"
"18942","Svs3b","Svs3a"
"18943","Svs3b","Svs3b"
"18958","Srsf6","Srsf6"
"18959","H2-M1","RT1-M1-2"
"18960","H2-M9","RT1-M1-2"
"18961","Hbb-bh1","Hbg1"
"18962","Vmn1r74","Vom1r107"
"18963","Vmn1r74","Vom1r41"
"18964","Vmn1r65","Vom1r37"
"18975","Gm15854","Klra1"
"18976","Klra1","Klra1"
"18977","Klra10","Klra1"
"18978","Klra21","Klra1"
"18979","Klra3","Klra1"
"18980","Klra4","Klra1"
"18981","Klra5","Klra1"
"18982","Klra6","Klra1"
"18983","Klra7","Klra1"
"18984","Klra8","Klra1"
"18985","Klra9","Klra1"
"18986","Vmn1r22","LOC100912389"
"18987","Vmn1r22","LOC102553679"
"18988","Vmn1r22","LOC102554255"
"18989","Vmn1r22","Vom1r82"
"18990","Vmn1r22","Vom1r84"
"18991","Vmn1r22","Vom1r85"
"18992","Vmn1r22","Vom1r86"
"18993","Vmn1r22","Vom1r87"
"18994","Vmn1r23","LOC100912389"
"18995","Vmn1r23","LOC102553679"
"18996","Vmn1r23","LOC102554255"
"18997","Vmn1r23","Vom1r82"
"18998","Vmn1r23","Vom1r84"
"18999","Vmn1r23","Vom1r85"
"19000","Vmn1r23","Vom1r86"
"19001","Vmn1r23","Vom1r87"
"19002","Rdh12","Rdh12"
"19003","Taar7a","Taar7a"
"19004","Enpp7","Enpp7"
"19005","U2af2","U2af2"
"19007","Rsl1","Rsl1"
"19008","Zfp429","Rsl1"
"19009","Zfp455","Rsl1"
"19010","Zfp456","Rsl1"
"19047","Snip1","LOC100912429"
"19048","Snip1","Snip1"
"19049","Vps72","Vps72"
"19050","Zdhhc18","Zdhhc18"
"19052","Pcdhgc5","Pcdhgc5"
"19053","Pcdhga11","Pcdhga11"
"19054","Srpk1","Srpk1"
"19066","Mog","Mog"
"19067","Trim27","Trim27"
"19077","Ms4a8a","Ms4a8"
"19078","Ptchd3","Ptchd3"
"19079","Itln1","Itln1"
"19080","Camk2b","Camk2b"
"19081","Rpl13a","Rpl13a"
"19082","Csrp2","Csrp2"
"19083","Serpina3c","Serpina3n"
"19084","Serpina3k","Serpina3n"
"19085","Serpina3m","Serpina3n"
"19086","Serpina3n","Serpina3n"
"19087","H2ac21","H2ac21"
"19088","Csnk1a1","Csnk1a1"
"19089","Picalm","Picalm"
"19090","Arih1","Arih1"
"19091","Arfgef2","Arfgef2"
"19092","Adssl1","Adssl1"
"19093","Rpl26","Rpl26"
"19094","Htra2","Htra2"
"19118","Aspg","Aspg"
"19119","Wipf3","Wipf3"
"19120","Slc17a7","Slc17a7"
"19121","B3gnt3","B3gnt3"
"19122","Scrt1","Scrt1"
"19123","Gys1","Gys1"
"19124","Itgae","Itgae"
"19125","Pde9a","Pde9a"
"19126","Naip1","Naip5"
"19127","Naip1","Naip6"
"19128","Naip5","Naip5"
"19129","Naip5","Naip6"
"19130","Naip6","Naip5"
"19131","Naip6","Naip6"
"19132","Onecut2","Onecut2"
"19133","Zfp184","Zfp184"
"19134","Gm10302","Vom2r29"
"19135","Gm10302","Vom2r30"
"19136","Gm10302","Vom2r32"
"19137","Vmn2r29","Vom2r29"
"19138","Vmn2r29","Vom2r30"
"19139","Vmn2r29","Vom2r32"
"19140","Vmn2r30","Vom2r29"
"19141","Vmn2r30","Vom2r30"
"19142","Vmn2r30","Vom2r32"
"19143","Vmn2r31","Vom2r29"
"19144","Vmn2r31","Vom2r30"
"19145","Vmn2r31","Vom2r32"
"19146","Vmn2r32","Vom2r29"
"19147","Vmn2r32","Vom2r30"
"19148","Vmn2r32","Vom2r32"
"19149","Vmn2r33","Vom2r29"
"19150","Vmn2r33","Vom2r30"
"19151","Vmn2r33","Vom2r32"
"19152","Vmn2r34","Vom2r29"
"19153","Vmn2r34","Vom2r30"
"19154","Vmn2r34","Vom2r32"
"19155","Vmn2r35","Vom2r29"
"19156","Vmn2r35","Vom2r30"
"19157","Vmn2r35","Vom2r32"
"19158","Vmn2r36","Vom2r29"
"19159","Vmn2r36","Vom2r30"
"19160","Vmn2r36","Vom2r32"
"19161","Vmn2r37","Vom2r29"
"19162","Vmn2r37","Vom2r30"
"19163","Vmn2r37","Vom2r32"
"19164","Vmn2r38","Vom2r29"
"19165","Vmn2r38","Vom2r30"
"19166","Vmn2r38","Vom2r32"
"19167","Vmn2r39","Vom2r29"
"19168","Vmn2r39","Vom2r30"
"19169","Vmn2r39","Vom2r32"
"19170","Vmn2r40","Vom2r29"
"19171","Vmn2r40","Vom2r30"
"19172","Vmn2r40","Vom2r32"
"19173","Vmn2r41","Vom2r29"
"19174","Vmn2r41","Vom2r30"
"19175","Vmn2r41","Vom2r32"
"19176","Vmn2r42","Vom2r29"
"19177","Vmn2r42","Vom2r30"
"19178","Vmn2r42","Vom2r32"
"19179","Vmn2r43","Vom2r29"
"19180","Vmn2r43","Vom2r30"
"19181","Vmn2r43","Vom2r32"
"19182","Vmn2r44","Vom2r29"
"19183","Vmn2r44","Vom2r30"
"19184","Vmn2r44","Vom2r32"
"19185","Vmn2r45","Vom2r29"
"19186","Vmn2r45","Vom2r30"
"19187","Vmn2r45","Vom2r32"
"19188","Vmn2r46","Vom2r29"
"19189","Vmn2r46","Vom2r30"
"19190","Vmn2r46","Vom2r32"
"19191","Vmn2r47","Vom2r29"
"19192","Vmn2r47","Vom2r30"
"19193","Vmn2r47","Vom2r32"
"19194","Vmn2r48","Vom2r29"
"19195","Vmn2r48","Vom2r30"
"19196","Vmn2r48","Vom2r32"
"19197","Vmn2r49","Vom2r29"
"19198","Vmn2r49","Vom2r30"
"19199","Vmn2r49","Vom2r32"
"19200","Vmn2r50","Vom2r29"
"19201","Vmn2r50","Vom2r30"
"19202","Vmn2r50","Vom2r32"
"19203","Vmn2r51","Vom2r29"
"19204","Vmn2r51","Vom2r30"
"19205","Vmn2r51","Vom2r32"
"19206","Bin1","Bin1"
"19207","Ly6a","LOC100911104"
"19208","Ly6a","LOC300024"
"19209","Ly6a","Ly6al"
"19210","Ly6a","Ly6c"
"19211","Ly6a","Ly6i"
"19212","Ly6a","RGD1565410"
"19213","Ly6a2","LOC100911104"
"19214","Ly6a2","LOC300024"
"19215","Ly6a2","Ly6al"
"19216","Ly6a2","Ly6c"
"19217","Ly6a2","Ly6i"
"19218","Ly6a2","RGD1565410"
"19219","Ly6c1","LOC100911104"
"19220","Ly6c1","LOC300024"
"19221","Ly6c1","Ly6al"
"19222","Ly6c1","Ly6c"
"19223","Ly6c1","Ly6i"
"19224","Ly6c1","RGD1565410"
"19225","Ly6c2","LOC100911104"
"19226","Ly6c2","LOC300024"
"19227","Ly6c2","Ly6al"
"19228","Ly6c2","Ly6c"
"19229","Ly6c2","Ly6i"
"19230","Ly6c2","RGD1565410"
"19231","Ly6f","LOC100911104"
"19232","Ly6f","LOC300024"
"19233","Ly6f","Ly6al"
"19234","Ly6f","Ly6c"
"19235","Ly6f","Ly6i"
"19236","Ly6f","RGD1565410"
"19237","Ly6g","LOC100911104"
"19238","Ly6g","LOC300024"
"19239","Ly6g","Ly6al"
"19240","Ly6g","Ly6c"
"19241","Ly6g","Ly6i"
"19242","Ly6g","RGD1565410"
"19243","Ly6i","LOC100911104"
"19244","Ly6i","LOC300024"
"19245","Ly6i","Ly6al"
"19246","Ly6i","Ly6c"
"19247","Ly6i","Ly6i"
"19248","Ly6i","RGD1565410"
"19249","Atp1a3","Atp1a3"
"19251","Hpgds","Hpgds"
"19252","Psme4","Psme4"
"19254","Pcdhb22","Pcdhb22"
"19255","Art2b","Art2b"
"19256","Atp1a4","Atp1a4"
"19257","Fry","Fry"
"19258","Nmrk2","Nmrk2"
"19262","Car15","Car15"
"19263","Rab13","Rab13"
"19264","Vmn1r40","Vom1r97"
"19265","Vmn1r41","Vom1r97"
"19266","Vmn1r44","Vom1r97"
"19267","Vmn1r49","Vom1r97"
"19268","Vmn1r50","Vom1r97"
"19269","Vmn1r53","Vom1r97"
"19270","Prrt2","Prrt2"
"19272","Bptf","Bptf"
"19273","2310034C09Rik","Krtap13-2"
"19274","2310034C09Rik","Krtap14l"
"19275","2310034C09Rik","LOC100363236"
"19276","2310034C09Rik","LOC100363287"
"19277","2310057N15Rik","Krtap13-2"
"19278","2310057N15Rik","Krtap14l"
"19279","2310057N15Rik","LOC100363236"
"19280","2310057N15Rik","LOC100363287"
"19281","Krtap13","Krtap13-2"
"19282","Krtap13","Krtap14l"
"19283","Krtap13","LOC100363236"
"19284","Krtap13","LOC100363287"
"19285","Trim30a","Trim30"
"19286","Trim30d","Trim30"
"19300","Pilrb1","LOC100909556"
"19301","Pilrb1","LOC100910045"
"19302","Pilrb1","LOC100910801"
"19303","Pilrb1","LOC680910"
"19304","Pilrb1","LOC681182"
"19305","Pilrb1","LOC681266"
"19306","Pilrb1","LOC681341"
"19307","Pilrb1","LOC685048"
"19308","Pilrb1","LOC685157"
"19309","Pilrb1","LOC685181"
"19310","Pilrb1","LOC685438"
"19311","Pilrb1","Pilrb"
"19312","Pilrb1","RGD1559588"
"19313","Pilrb1","RGD1561143"
"19314","Pilrb1","RGD1561730"
"19315","Pilrb1","RGD1562525"
"19316","Pilrb1","RGD1563400"
"19317","Pilrb1","RGD1566006"
"19318","Pilrb2","LOC100909556"
"19319","Pilrb2","LOC100910045"
"19320","Pilrb2","LOC100910801"
"19321","Pilrb2","LOC680910"
"19322","Pilrb2","LOC681182"
"19323","Pilrb2","LOC681266"
"19324","Pilrb2","LOC681341"
"19325","Pilrb2","LOC685048"
"19326","Pilrb2","LOC685157"
"19327","Pilrb2","LOC685181"
"19328","Pilrb2","LOC685438"
"19329","Pilrb2","Pilrb"
"19330","Pilrb2","RGD1559588"
"19331","Pilrb2","RGD1561143"
"19332","Pilrb2","RGD1561730"
"19333","Pilrb2","RGD1562525"
"19334","Pilrb2","RGD1563400"
"19335","Pilrb2","RGD1566006"
"19336","Cd209f","Cd209f"
"19337","Olfr125","Olr1693"
"19338","Olfr366","Olr429"
"19339","Olfr12","Olr1353"
"19351","Tmprss9","Tmprss9"
"19352","N4bp2l2","N4bp2l2"
"19353","Gm12250","LOC102555634"
"19367","Nat1","Nat1"
"19368","Aldh1b1","Aldh1b1"
"19369","Gstm1","Gstm1"
"19370","Rpl27a","Rpl27a"
"19371","Olfr54","Olr1408"
"19372","Olfr54","Olr1409"
"19373","Olfr54","Olr1411"
"19374","Olfr1","LOC100909451"
"19375","Olfr1","LOC100909534"
"19376","Olfr1","Olr1469"
"19377","Olfr1","Olr1482"
"19378","Olfr23","Olr1501"
"19379","Olfr390","Olr1501"
"19380","Olfr299","Olr23"
"19381","Olfr1431","Olr329"
"19382","Olfr1443","Olr338"
"19383","Olfr115","Olr1704"
"19384","Olfr115","Olr1705"
"19385","Olfr115","Olr1708"
"19386","Olfr115","Olr1710"
"19387","Olfr107","Olr1722"
"19388","Olfr107","Olr1724"
"19389","Olfr107","Olr1726"
"19390","Olfr1015","Olr458"
"19391","Olfr1257","Olr722"
"19392","Olfr353","Olr416"
"19393","Olfr836","Olr1129"
"19394","Olfr836","Olr1130"
"19395","Olfr837","Olr1129"
"19396","Olfr837","Olr1130"
"19397","Olfr910","LOC100912186"
"19398","Olfr910","Olr1246"
"19399","Olfr910","Olr1247"
"19400","Olfr910","Olr1248"
"19401","Olfr910","Olr1249"
"19402","Olfr912","LOC100912186"
"19403","Olfr912","Olr1246"
"19404","Olfr912","Olr1247"
"19405","Olfr912","Olr1248"
"19406","Olfr912","Olr1249"
"19407","Olfr914","Olr1251"
"19409","Olfr1412","Olr1349"
"19410","Olfr653","Olr154"
"19411","Olfr292","Olr30"
"19412","Olfr295","Olr30"
"19413","Olfr297","Olr30"
"19414","Olfr873","Olfr873"
"19415","Olfr1411","Olr1350"
"19416","Olfr1459","Olr360"
"19417","Olfr967","Olr1321"
"19418","Olfr1338","Olr860"
"19419","Olfr862","Olr1159"
"19420","Olfr862","Olr1160"
"19421","Olfr862","Olr1162"
"19422","Olfr862","Olr1165"
"19423","Olfr1297","Olr768"
"19424","Olfr103","Olr1734"
"19425","Olfr775","LOC100909435"
"19426","Olfr775","LOC100912587"
"19427","Olfr775","Olr905"
"19428","Olfr776","LOC100909435"
"19429","Olfr776","LOC100912587"
"19430","Olfr776","Olr905"
"19431","Olfr92","Olr1746"
"19432","Cyp2c23","Cyp2c23"
"19433","Cop1","Cop1"
"19434","Rpl17","Rpl17"
"19435","Rpl17-ps8","Rpl17"
"19436","Mrgprb4","Mrgprb4"
"19437","Mrgprb4","Mrgprb5"
"19438","Mrgprb5","Mrgprb4"
"19439","Mrgprb5","Mrgprb5"
"19440","Dynll2","Dynll2"
"19441","Flad1","Flad1"
"19442","Stfa3","Stfa2l1"
"19443","Stx6","Stx6"
"19444","Gimap9","Gimap9"
"19445","Vmn1r17","Vom1r73"
"19446","Vmn1r17","Vom1r77"
"19447","Vmn1r17","Vom1r78"
"19448","Vmn1r17","Vom1r79"
"19449","Vmn1r31","Vom1r73"
"19450","Vmn1r31","Vom1r77"
"19451","Vmn1r31","Vom1r78"
"19452","Vmn1r31","Vom1r79"
"19453","Vmn1r32","Vom1r89"
"19454","Taar7d","Taar7b"
"19455","Taar7d","Taar7c"
"19456","Taar7d","Taar7d"
"19457","Taar7d","Taar7e"
"19458","Taar7d","Taar7g"
"19459","Taar7d","Taar7h"
"19460","Ces1e","Ces1e"
"19461","Pcdhb3","Pcdhb3"
"19527","Rfk","Rfk"
"19529","Gm10318","LOC100365646"
"19530","Gm10318","LOC687631"
"19531","Gm10318","LOC689927"
"19532","Gm10318","LOC690415"
"19533","Gm10318","LOC690431"
"19534","Gm10318","LOC690460"
"19535","Gm10318","LOC690478"
"19536","Gm10318","RGD1561557"
"19537","Gm19402","LOC100365646"
"19538","Gm19402","LOC687631"
"19539","Gm19402","LOC689927"
"19540","Gm19402","LOC690415"
"19541","Gm19402","LOC690431"
"19542","Gm19402","LOC690460"
"19543","Gm19402","LOC690478"
"19544","Gm19402","RGD1561557"
"19545","Gm19668","LOC100365646"
"19546","Gm19668","LOC687631"
"19547","Gm19668","LOC689927"
"19548","Gm19668","LOC690415"
"19549","Gm19668","LOC690431"
"19550","Gm19668","LOC690460"
"19551","Gm19668","LOC690478"
"19552","Gm19668","RGD1561557"
"19553","Gm2696","LOC100365646"
"19554","Gm2696","LOC687631"
"19555","Gm2696","LOC689927"
"19556","Gm2696","LOC690415"
"19557","Gm2696","LOC690431"
"19558","Gm2696","LOC690460"
"19559","Gm2696","LOC690478"
"19560","Gm2696","RGD1561557"
"19561","Gm3233","LOC100365646"
"19562","Gm3233","LOC687631"
"19563","Gm3233","LOC689927"
"19564","Gm3233","LOC690415"
"19565","Gm3233","LOC690431"
"19566","Gm3233","LOC690460"
"19567","Gm3233","LOC690478"
"19568","Gm3233","RGD1561557"
"19569","Gm3238","LOC100365646"
"19570","Gm3238","LOC687631"
"19571","Gm3238","LOC689927"
"19572","Gm3238","LOC690415"
"19573","Gm3238","LOC690431"
"19574","Gm3238","LOC690460"
"19575","Gm3238","LOC690478"
"19576","Gm3238","RGD1561557"
"19577","Gm3250","LOC100365646"
"19578","Gm3250","LOC687631"
"19579","Gm3250","LOC689927"
"19580","Gm3250","LOC690415"
"19581","Gm3250","LOC690431"
"19582","Gm3250","LOC690460"
"19583","Gm3250","LOC690478"
"19584","Gm3250","RGD1561557"
"19585","Gm3285","LOC100365646"
"19586","Gm3285","LOC687631"
"19587","Gm3285","LOC689927"
"19588","Gm3285","LOC690415"
"19589","Gm3285","LOC690431"
"19590","Gm3285","LOC690460"
"19591","Gm3285","LOC690478"
"19592","Gm3285","RGD1561557"
"19593","Gm7137","LOC100365646"
"19594","Gm7137","LOC687631"
"19595","Gm7137","LOC689927"
"19596","Gm7137","LOC690415"
"19597","Gm7137","LOC690431"
"19598","Gm7137","LOC690460"
"19599","Gm7137","LOC690478"
"19600","Gm7137","RGD1561557"
"19601","Gm7138","LOC100365646"
"19602","Gm7138","LOC687631"
"19603","Gm7138","LOC689927"
"19604","Gm7138","LOC690415"
"19605","Gm7138","LOC690431"
"19606","Gm7138","LOC690460"
"19607","Gm7138","LOC690478"
"19608","Gm7138","RGD1561557"
"19609","Gm9507","LOC100365646"
"19610","Gm9507","LOC687631"
"19611","Gm9507","LOC689927"
"19612","Gm9507","LOC690415"
"19613","Gm9507","LOC690431"
"19614","Gm9507","LOC690460"
"19615","Gm9507","LOC690478"
"19616","Gm9507","RGD1561557"
"19617","Gm9508","LOC100365646"
"19618","Gm9508","LOC687631"
"19619","Gm9508","LOC689927"
"19620","Gm9508","LOC690415"
"19621","Gm9508","LOC690431"
"19622","Gm9508","LOC690460"
"19623","Gm9508","LOC690478"
"19624","Gm9508","RGD1561557"
"19625","Gm9639","LOC100365646"
"19626","Gm9639","LOC687631"
"19627","Gm9639","LOC689927"
"19628","Gm9639","LOC690415"
"19629","Gm9639","LOC690431"
"19630","Gm9639","LOC690460"
"19631","Gm9639","LOC690478"
"19632","Gm9639","RGD1561557"
"19633","Krtap10-10","LOC100365646"
"19634","Krtap10-10","LOC687631"
"19635","Krtap10-10","LOC689927"
"19636","Krtap10-10","LOC690415"
"19637","Krtap10-10","LOC690431"
"19638","Krtap10-10","LOC690460"
"19639","Krtap10-10","LOC690478"
"19640","Krtap10-10","RGD1561557"
"19641","Krtap10-4","LOC100365646"
"19642","Krtap10-4","LOC687631"
"19643","Krtap10-4","LOC689927"
"19644","Krtap10-4","LOC690415"
"19645","Krtap10-4","LOC690431"
"19646","Krtap10-4","LOC690460"
"19647","Krtap10-4","LOC690478"
"19648","Krtap10-4","RGD1561557"
"19651","Lrrc56","Lrrc56"
