"","Symbol_Rat","Symbol_Human"
"14722","Tm7sf2","TM7SF2"
"14723","Dnajc7","DNAJC7"
"14724","Ube2a","UBE2A"
"14725","Zfp202","ZNF202"
"14726","Chit1","CHIT1"
"14727","Syn3","SYN3"
"14728","Spop","SPOP"
"14729","Soat2","SOAT2"
"14730","Serpinb7","SERPINB7"
"14731","Abcc3","ABCC3"
"14732","Gmps","GMPS"
"14733","Aldh1a2","ALDH1A2"
"14734","Fcgbp","FCGBP"
"14735","Nae1","NAE1"
"14736","Usp13","USP13"
"14737","Rps6kb2","RPS6KB2"
"14738","Rpl14","RPL14"
"14739","Rhob","RHOB"
"14740","Fabp3","FABP3"
"14741","Fkbp1b","FKBP1B"
"14742","Rgs6","RGS6"
"14743","Gna14","GNA14"
"14744","Alk","ALK"
"14745","Runx2","RUNX2"
"14746","Cdh7","CDH7"
"14747","Clgn","CLGN"
"14748","Crebbp","CREBBP"
"14749","Ctnna2","CTNNA2"
"14750","Dmp1","DMP1"
"14751","Dync1i1","DYNC1I1"
"14752","Golgb1","GOLGB1"
"14753","Hsd17b10","HSD17B10"
"14754","Nars1","NARS1"
"14755","Numbl","NUMBL"
"14756","Kl","KL"
"14757","Med26","MED26"
"14758","Napsa","NAPSA"
"14759","Slc4a8","SLC4A8"
"14760","Vps26a","VPS26A"
"14761","Entpd4","ENTPD4"
"14762","Wtap","WTAP"
"14763","Gabre","GABRE"
"14764","Hdac1","HDAC1"
"14765","Kcnc4","KCNC4"
"14766","Lims1","LIMS1"
"14767","Serpinb10","SERPINB10"
"14768","Rac3","RAC3"
"14769","Rpl3l","RPL3L"
"14770","Slc27a4","SLC27A4"
"14771","Gfpt2","GFPT2"
"14772","Slc23a2","SLC23A2"
"14773","Med12","MED12"
"14774","Nup153","NUP153"
"14775","Anxa3","ANXA3"
"14776","Actc1","ACTC1"
"14777","Aplp1","APLP1"
"14778","Gata6","GATA6"
"14779","Ggt1","GGT1"
"14780","Gnb2","GNB2"
"14781","Pdia3","PDIA3"
"14782","Has3","HAS3"
"14783","Hip1","HIP1"
"14784","Hsp90aa1","HSP90AA1"
"14785","Plxnb3","PLXNB3"
"14786","Hsd11b1","HSD11B1"
"14787","Ppp3cc","PPP3CC"
"14788","Taf12","TAF12"
"14789","Nelfa","NELFA"
"14790","Reep5","REEP5"
"14791","Ulk3","ULK3"
"14792","Actr3","ACTR3"
"14793","Ddx39a","DDX39A"
"14794","Cd96","CD96"
"14795","Stam2","STAM2"
"14796","Ptk6","PTK6"
"14797","Tuba4a","TUBA4A"
"14798","Tuba1a","TUBA1A"
"14799","Nmur1","NMUR1"
"14800","Tubb3","TUBB3"
"14801","Tubb4b","TUBB4B"
"14802","Ddr2","DDR2"
"14803","Pcbp1","PCBP1"
"14804","Phkg1","PHKG1"
"14805","Pou3f3","POU3F3"
"14806","Myl12a","MYL12B"
"14807","Erf","ERF"
"14809","Slc2a1","SLC2A1"
"14810","Rraga","RRAGA"
"14811","Hspa8","HSPA8"
"14812","Hbs1l","HBS1L"
"14813","Wasf3","WASF3"
"14814","Hpse","HPSE"
"14815","Cdh10","CDH10"
"14816","Slc20a2","SLC20A2"
"14817","Ilvbl","ILVBL"
"14818","Kdelr3","KDELR3"
"14819","Shox2","SHOX2"
"14820","Ifna11","IFNA4"
"14821","Ifna16l1","IFNA4"
"14822","Ifna2","IFNA4"
"14823","Ifna4","IFNA4"
"14824","Ifna5","IFNA4"
"14825","LOC100912314","IFNA4"
"14826","LOC100912356","IFNA4"
"14827","RGD1559679","IFNA4"
"14828","RGD1564897","IFNA4"
"14829","Btnl9","BTNL9"
"14830","Rpl10a","RPL10A"
"14831","Olr1750","OR2H2"
"14832","Pomt1","POMT1"
"14833","Klf8","KLF8"
"14834","Gabarapl2","GABARAPL2"
"14835","Ppp2r1a","PPP2R1A"
"14838","Hspa2","HSPA2"
"14840","Atp10d","ATP10D"
"14841","Coq4","COQ4"
"14842","Rab11b","RAB11B"
"14843","Seh1l","SEH1L"
"14844","Tmed9","TMED9"
"14845","Rap1b","RAP1B"
"14846","Rpf1","RPF1"
"14847","Hipk2","HIPK2"
"14848","Nup62","NUP62"
"14849","Slc25a34","SLC25A34"
"14850","Sec14l4","SEC14L4"
"14851","Osbpl8","OSBPL8"
"14852","Nolc1","NOLC1"
"14853","Rpl10l","RPL10L"
"14854","Gpt2","GPT2"
"14855","Ppp4r3b","PPP4R3B"
"14856","Imp4","IMP4"
"14857","Alg11","ALG11"
"14858","Ammecr1","AMMECR1"
"14859","Ddx11","DDX11"
"14860","Ccnb1","CCNB1"
"14861","Rhoa","RHOA"
"14862","Dmbt1","DMBT1"
"14863","Grik1","GRIK1"
"14864","Ap2a1","AP2A1"
"14865","Arx","ARX"
"14866","Elovl3","ELOVL3"
"14867","Mark2","MARK2"
"14868","Gas7","GAS7"
"14873","Inpp5b","INPP5B"
"14874","Kif4a","KIF4A"
"14876","Nmt1","NMT1"
"14877","Nxn","NXN"
"14878","Pip5k1c","PIP5K1C"
"14879","Bpifa2","BPIFA2"
"14880","Rac1","RAC1"
"14882","LOC100909441","TUBA1C"
"14883","Tuba1c","TUBA1C"
"14884","Zfp28","ZFP28"
"14885","Zfp92","ZFP92"
"14887","Ckmt1","CKMT1A"
"14888","Ckmt1","CKMT1B"
"14889","Fgfr1","FGFR1"
"14890","Gab2","GAB2"
"14891","Glra4","GLRA4"
"14892","Mapkapk5","MAPKAPK5"
"14893","Myef2","MYEF2"
"14894","Myl6","MYL6"
"14896","Purb","PURB"
"14897","Six4","SIX4"
"14898","Slc8a1","SLC8A1"
"14900","Tubb5","TUBB"
"14901","Fmnl3","FMNL3"
"14902","Zfp39","ZNF717"
"14903","Ca14","CA14"
"14904","Esrrb","ESRRB"
"14905","Mapkbp1","MAPKBP1"
"14906","Map3k3","MAP3K3"
"14907","Pclo","PCLO"
"14908","Asns","ASNS"
"14909","Hyal4","HYAL4"
"14910","Arhgap45","ARHGAP45"
"14911","Fbxl7","FBXL7"
"14912","Slc13a4","SLC13A4"
"14914","Atp2a3","ATP2A3"
"14915","Vps4a","VPS4A"
"14916","Ankrd11","ANKRD11"
"14917","Gnb4","GNB4"
"14918","Sh2d3c","SH2D3C"
"14919","Hsd3b2","HSD3B2"
"14920","Hsd3b3","HSD3B2"
"14921","LOC100911154","HSD3B2"
"14922","Pstpip2","PSTPIP2"
"14923","Opn4","OPN4"
"14924","Hacd1","HACD1"
"14925","Coa3","COA3"
"14926","Cntnap2","CNTNAP2"
"14927","Dynlrb1","DYNLRB1"
"14928","Srpk3","SRPK3"
"14929","Vps41","VPS41"
"14930","Rnf115","RNF115"
"14931","Sult1b1","SULT1B1"
"14932","Slc2a8","SLC2A8"
"14933","Dhx34","DHX34"
"14934","Mon1b","MON1B"
"14935","Ablim3","ABLIM3"
"14936","Wwc1","WWC1"
"14937","Sash1","SASH1"
"14938","Pum2","PUM2"
"14939","Daam2","DAAM2"
"14940","Cnot6","CNOT6"
"14941","Erc2","ERC2"
"14942","Nbea","NBEA"
"14943","Coq2","COQ2"
"14944","Gemin4","GEMIN4"
"14945","Atp9a","ATP9A"
"14946","Rps27l","RPS27L"
"14947","Mrpl2","MRPL2"
"14948","Adipor1","ADIPOR1"
"14949","Slc25a39","SLC25A39"
"14950","Asb2","ASB2"
"14951","Vps28","VPS28"
"14952","Cyb5r4","CYB5R4"
"14953","Acsl5","ACSL5"
"14954","Hsd17b11","HSD17B11"
"14955","Copz2","COPZ2"
"14956","Tubg2","TUBG2"
"14957","Phf7","PHF7"
"14958","Cilk1","CILK1"
"14959","Rab8b","RAB8B"
"14960","Slc15a3","SLC15A3"
"14961","Zfp316","ZNF316"
"14962","Kif27","KIF27"
"14963","Dym","DYM"
"14964","Gin1","GIN1"
"14965","Cyp2w1","CYP2W1"
"14966","Osbpl10","OSBPL10"
"14967","Acsm5","ACSM5"
"14968","Urgcp","URGCP"
"14969","Kdm4d","KDM4D"
"14970","Kdm4e","KDM4D"
"14971","Rbm22","RBM22"
"14972","Far2","FAR2"
"14973","Rcor3","RCOR3"
"14974","Uevld","UEVLD"
"14975","Mctp2","MCTP2"
"14976","Pecr","PECR"
"14977","Chst12","CHST12"
"14978","Cpxm2","CPXM2"
"14979","Pcdhga2","PCDHGA2"
"14980","Pcdhga5","PCDHGA5"
"14981","Pcdhb2","PCDHB2"
"14982","Smox","SMOX"
"14983","Epb41l4b","EPB41L4B"
"14984","Rps6ka4","RPS6KA4"
"14985","Slc2a9","SLC2A9"
"14986","Agpat4","AGPAT4"
"14987","Sdr39u1","SDR39U1"
"14988","Chpt1","CHPT1"
"14989","Man1c1","MAN1C1"
"14990","Abo","ABO"
"14991","Abo2","ABO"
"14992","Abo3","ABO"
"14994","Plin4","PLIN4"
"14995","Zfp512b","ZNF512B"
"14996","Nln","NLN"
"14997","Xpo5","XPO5"
"14998","Nlgn2","NLGN2"
"14999","Arrdc3","ARRDC3"
"15000","Zfp248","ZNF248"
"15001","Cacna1i","CACNA1I"
"15002","Ahcyl2","AHCYL2"
"15003","Rbfox1","RBFOX1"
"15004","Nek7","NEK7"
"15005","Myl10","MYL10"
"15006","Cdhr5","CDHR5"
"15007","Klk14","KLK14"
"15008","Kcnk13","KCNK13"
"15009","Pdf","PDF"
"15010","H2bc1","H2BC1"
"15011","Eps8l2","EPS8L2"
"15012","Map1lc3b","MAP1LC3B"
"15013","Tut1","TUT1"
"15014","Yipf7","YIPF7"
"15015","Hrob","HROB"
"15016","Spata5l1","SPATA5L1"
"15017","Trappc6a","TRAPPC6A"
"15018","Dhx58","DHX58"
"15019","Stx1b","STX1B"
"15020","Osbpl9","OSBPL9"
"15021","Tbl1xr1","TBL1XR1"
"15022","LOC100911440","SLC25A22"
"15023","Mob3b","MOB3B"
"15024","Ephx3","EPHX3"
"15025","Cybrd1","CYBRD1"
"15026","Phc3","PHC3"
"15027","Ccdc170","CCDC170"
"15028","Faap100","FAAP100"
"15029","Col27a1","COL27A1"
"15030","Tril","TRIL"
"15034","Tubb6","TUBB6"
"15035","Hormad1","HORMAD1"
"15036","Cab39l","CAB39L"
"15037","Ints4","INTS4"
"15038","Dclk2","DCLK2"
"15039","LOC500124","C7orf31"
"15040","Septin12","SEPTIN12"
"15042","Selenoo","SELENOO"
"15043","Etnppl","ETNPPL"
"15044","Mtfr2","MTFR2"
"15045","Lmntd1","LMNTD1"
"15046","Tktl2","TKTL2"
"15047","Cant1","CANT1"
"15049","Ier5l","IER5L"
"15050","Tmprss5","TMPRSS5"
"15051","Slc26a5","SLC26A5"
"15052","Tubb1","TUBB1"
"15053","Ccnl2","CCNL2"
"15054","Slc25a31","SLC25A31"
"15055","Gsdmc","GSDMC"
"15056","Ammecr1l","AMMECR1L"
"15057","Tlcd3b","TLCD3B"
"15058","Fam186b","FAM186B"
"15059","Ppp4r3a","PPP4R3A"
"15060","Tmem87b","TMEM87B"
"15061","Mfsd5","MFSD5"
"15062","Lcn8","LCN8"
"15063","Ldhal6b","LDHAL6B"
"15064","Csmd1","CSMD1"
"15065","Cactin","CACTIN"
"15066","Thoc2","THOC2"
"15067","Gimap8","GIMAP8"
"15068","Slc9a9","SLC9A9"
"15069","Cyp4f39","CYP4F22"
"15070","Slc45a4","SLC45A4"
"15071","Sec24a","SEC24A"
"15072","Dnajb13","DNAJB13"
"15073","Ppp2r1b","PPP2R1B"
"15075","Acsm2","ACSM2A"
"15076","Slc37a1","SLC37A1"
"15077","Dclk3","DCLK3"
"15078","Herc6","HERC6"
"15079","Ggt7","GGT7"
"15080","Obscn","OBSCN"
"15081","Fmnl2","FMNL2"
"15082","Atg4a","ATG4A"
"15083","Nrep","NREP"
"15086","Pom121","POM121"
"15087","Pom121","POM121C"
"15088","Mtss2","MTSS2"
"15089","Naxe","NAXE"
"15090","Dock11","DOCK11"
"15091","Cc2d1b","CC2D1B"
"15092","Atp10b","ATP10B"
"15093","Oscp1","OSCP1"
"15094","Phlpp2","PHLPP2"
"15095","Clec16a","CLEC16A"
"15096","Raph1","RAPH1"
"15097","Spns2","SPNS2"
"15098","Paqr3","PAQR3"
"15099","LOC686596","AQP10"
"15100","Kcnc2","KCNC2"
"15101","Abca6","ABCA6"
"15102","Uap1l1","UAP1L1"
"15103","Msrb3","MSRB3"
"15104","Slc29a4","SLC29A4"
"15105","Usp51","USP51"
"15107","Papln","PAPLN"
"15108","Hsd17b13","HSD17B13"
"15109","Pglyrp3","PGLYRP3"
"15110","Pglyrp3b","PGLYRP3"
"15111","Tmem132d","TMEM132D"
"15112","Kcne2","KCNE2"
"15113","Aasdh","AASDH"
"15114","Ttc30b","TTC30B"
"15115","Slc16a13","SLC16A13"
"15116","Rsph4a","RSPH4A"
"15117","Glb1l2","GLB1L2"
"15118","Galm","GALM"
"15119","Liph","LIPH"
"15120","Otoa","OTOA"
"15121","Cfap45","CFAP45"
"15122","Tmem67","TMEM67"
"15123","Tekt5","TEKT5"
"15124","Rmdn2","RMDN2"
"15125","Ces4a","CES4A"
"15126","Olr892","OR6C2"
"15127","Olr1086","OR7C2"
"15130","Olr434","OR5C1"
"15138","Olr1462","OR2B11"
"15140","Olr1625","OR4L1"
"15142","Olr1744","OR10C1"
"15143","Olr1610","LOC102723532"
"15144","Olr1610","OR4N4"
"15145","Olr1597","OR10Z1"
"15146","Olr278","OR5P2"
"15147","Olr279","OR5P2"
"15148","Olr601","OR5L2"
"15153","Olr230","OR10A2"
"15154","LOC100909686","OR52N1"
"15155","Olr164","OR52N1"
"15156","Olr170","OR52N1"
"15157","Orai3","ORAI3"
"15158","Tyw5","TYW5"
"15159","Fam187b","FAM187B"
"15160","Atp6v0d2","ATP6V0D2"
"15161","Slc44a5","SLC44A5"
"15162","Paox","PAOX"
"15163","Slc36a2","SLC36A2"
"15164","Col23a1","COL23A1"
"15165","Dnah17","DNAH17"
"15166","Dnah2","DNAH2"
"15167","Flywch1","FLYWCH1"
"15168","Adgrg4","ADGRG4"
"15169","Patj","PATJ"
"15170","Zfp628","ZNF628"
"15171","Spire2","SPIRE2"
"15173","Zfp609","ZNF609"
"15174","Znf454","ZNF454"
"15175","Dip2b","DIP2B"
"15176","Cers6","CERS6"
"15177","Slc9a4","SLC9A4"
"15178","Mkx","MKX"
"15179","Glb1l3","GLB1L3"
"15180","Fam98b","FAM98B"
"15181","Six5","SIX5"
"15182","Nwd1","NWD1"
"15183","Ccdc157","CCDC157"
"15185","Caps2","CAPS2"
"15186","Acsm4","ACSM4"
"15187","Themis","THEMIS"
"15188","Opn5","OPN5"
"15189","Olr1749","OR2H1"
"15192","Clec4a1","ZNF705A"
"15193","Chd8","CHD8"
"15196","Otud6a","OTUD6A"
"15197","Slc2a7","SLC2A7"
"15198","Arid3c","ARID3C"
"15200","RGD1560207","CXorf22"
"15202","Casp16","CASP16P"
"15203","Btbd11","BTBD11"
"15205","Kif7","KIF7"
"15207","Tlcd5","TLCD5"
"15208","Mageb16","MAGEB16"
"15210","Atg9b","ATG9B"
"15211","Nuggc","NUGGC"
"15212","Olr379","OR9Q1"
"15213","Galnt9","GALNT9"
"15214","Tmem8b","TMEM8B"
"15215","Olr1087","OR1I1"
"15216","Olr111","OR52B6"
"15217","Tmem170b","TMEM170B"
"15218","Dnajc4","DNAJC4"
"15219","Greb1l","GREB1L"
"15220","Olr735","OR4X1"
"15221","Atp2c2","ATP2C2"
"15222","Kpna7","KPNA7"
"15223","Ubap2","UBAP2"
"15226","Arsb","ARSB"
"15227","Cd36","CD36"
"15228","Clcn5","CLCN5"
"15229","Col1a1","COL1A1"
"15230","Cyp17a1","CYP17A1"
"15231","Slc26a2","SLC26A2"
"15232","Hoxa13","HOXA13"
"15233","LOC102550333","HOXA13"
"15234","Slc11a1","SLC11A1"
"15235","Adh1","ADH1C"
"15236","Aldh3b1","ALDH3B1"
"15237","Cyp2b1","CYP2B6"
"15238","Cyp2b2","CYP2B6"
"15239","Cyp2f4","CYP2F1"
"15240","Grik3","GRIK3"
"15241","Cyp4f6","CYP4F3"
"15242","Olr1424","OR2T29"
"15243","Olr1424","OR2T5"
"15244","Olr1425","OR2T29"
"15245","Olr1425","OR2T5"
"15261","Olr45","OR52K2"
"15263","Olr78","OR51L1"
"15269","Olr1730","OR5V1"
"15271","Olr470","OR5M11"
"15272","Olr472","OR5M8"
"15273","Olr510","OR5T2"
"15289","LOC100912327","OR13C3"
"15290","LOC100912420","OR13C3"
"15291","Olr847","OR13C3"
"15299","Olr1606","OR2T1"
"15303","Olr1607","OR2T6"
"15304","Olr1667","OR10K2"
"15310","Olr783","OR4F6"
"15311","Olr782","OR4F15"
"15340","Olr1012","OR6C75"
"15345","Olr1468","OR1E1"
"15347","Olr1535","OR5H2"
"15363","Olr428","OR1L6"
"15388","LOC100909796","OR8K5"
"15389","LOC684539","OR8K5"
"15390","Olr490","OR8K5"
"15407","Olr1629","OR4K1"
"15412","Olr544","OR5AS1"
"15429","RGD1562987","C18orf32"
"15434","Rasl11b","RASL11B"
"15435","Prm3","PRM3"
"15436","Hspa1a","HSPA1A"
"15437","Hspa1a","HSPA1B"
"15438","Hspa1b","HSPA1A"
"15439","Hspa1b","HSPA1B"
"15440","Fth1","FTH1"
"15441","LOC689130","FTH1"
"15442","Uaca","UACA"
"15444","Fer","FER"
"15445","LOC100909595","SLC2A3"
"15446","Slc2a3","SLC2A3"
"15447","Pdgfb","PDGFB"
"15448","Ces5a","CES5A"
"15449","Hsp90ab1","HSP90AB1"
"15450","Hspa14","HSPA14"
"15451","Akr1e2","AKR1E2"
"15475","Ccnb2","CCNB2"
"15483","Zfp622","ZNF622"
"15484","Gsta5","GSTA5"
"15485","Slc2a4","SLC2A4"
"15486","Acacb","ACACB"
"15487","Adam8","ADAM8"
"15488","Ang","ANG"
"15489","Ang2","ANG"
"15490","Cd27","CD27"
"15491","Dnase1l2","DNASE1L2"
"15492","Dpysl2","DPYSL2"
"15493","Dscam","DSCAM"
"15494","Fpr2","FPR2"
"15495","Galr1","GALR1"
"15496","Grid2","GRID2"
"15497","Icam4","ICAM4"
"15498","Actg1","ACTG1"
"15499","C9","C9"
"15500","Cdk2","CDK2"
"15501","Igfl3","IGFL3"
"15502","E2f3","E2F3"
"15503","Eno2","ENO2"
"15504","LOC100911625","ENO2"
"15505","Gnai1","GNAI1"
"15506","Krt31","KRT31"
"15507","Serpinb8","SERPINB8"
"15508","Septin5","SEPTIN5"
"15509","Ptpn3","PTPN3"
"15510","Shb","SHB"
"15511","Slc2a5","SLC2A5"
"15512","Spta1","SPTA1"
"15513","Ssbp1","SSBP1"
"15514","Tead4","TEAD4"
"15515","Slc30a3","SLC30A3"
"15516","Acox2","ACOX2"
"15517","Mad1l1","MAD1L1"
"15518","Pcdhgb4","PCDHGB4"
"15519","Abcb11","ABCB11"
"15520","Galnt4","GALNT4"
"15521","B3galt2","B3GALT2"
"15522","Iqgap1","IQGAP1"
"15523","Tmprss11d","TMPRSS11D"
"15524","Cbln1","CBLN1"
"15525","Dtx1","DTX1"
"15526","Hnrnpc","HNRNPC"
"15527","Slc16a4","SLC16A4"
"15528","Pcbp2","PCBP2"
"15529","Scd","SCD"
"15530","Pglyrp1","PGLYRP1"
"15531","Brd2","BRD2"
"15532","LOC100909544","BRD2"
"15533","Cacna1f","CACNA1F"
"15534","Cbfa2t3","CBFA2T3"
"15535","Dlx3","DLX3"
"15536","Egfr","EGFR"
"15537","Gpr21","GPR21"
"15538","Maf","MAF"
"15539","Hsf1","HSF1"
"15540","Acsm3","ACSM3"
"15541","Abcc4","ABCC4"
"15542","Carmil3","CARMIL3"
"15543","Akr1a1","AKR1A1"
"15544","Ntn3","NTN3"
"15545","Sec23b","SEC23B"
"15546","Cap1","CAP1"
"15547","Ifitm2","IFITM2"
"15548","Map3k2","MAP3K2"
"15549","Entr1","ENTR1"
"15550","Cd300c","CD300C"
"15551","Cd300c2","CD300C"
"15552","Igsf7","CD300C"
"15553","LOC100909671","CD300C"
"15554","RGD1559458","CD300C"
"15555","RGD1559482","CD300C"
"15556","RGD1562667","CD300C"
"15557","Glipr2","GLIPR2"
"15558","Slc25a37","SLC25A37"
"15559","Pdcl2","PDCL2"
"15560","Csnk1d","CSNK1D"
"15561","Slc25a42","SLC25A42"
"15562","Aatk","AATK"
"15563","Adam12","ADAM12"
"15564","Dtnb","DTNB"
"15565","Evx2","EVX2"
"15566","Pgm5","PGM5"
"15568","Ptpn20","PTPN20"
"15569","Trpc5","TRPC5"
"15571","Adam19","ADAM19"
"15572","Cacna2d3","CACNA2D3"
"15575","Adam18","ADAM18"
"15576","Eya1","EYA1"
"15577","Hmg20b","HMG20B"
"15578","LOC100910156","HNRNPAB"
"15581","Mapt","MAPT"
"15582","Pdcd11","PDCD11"
"15583","Ptpn18","PTPN18"
"15584","Rasgrf1","RASGRF1"
"15586","Slc30a4","SLC30A4"
"15588","Foxl2","FOXL2"
"15589","Tpsg1","TPSG1"
"15590","Klk5","KLK5"
"15591","Scn2a","SCN2A"
"15593","Slc16a8","SLC16A8"
"15594","Trhde","TRHDE"
"15595","Cemip2","CEMIP2"
"15597","Nrg2","NRG2"
"15598","Rusc1","RUSC1"
"15599","Nmnat2","NMNAT2"
"15600","Slc9a8","SLC9A8"
"15601","Nipsnap3b","NIPSNAP3A"
"15602","Pnkd","PNKD"
"15603","Rgs22","RGS22"
"15605","Atp11a","ATP11A"
"15606","Hs6st1","HS6ST1"
"15607","Palld","PALLD"
"15608","Luc7l3","LUC7L3"
"15609","Inpp5k","INPP5K"
"15610","Tlr7","TLR7"
"15611","Ino80","INO80"
"15612","Ppp1r12c","PPP1R12C"
"15613","Samd9","SAMD9"
"15614","Tmem132a","TMEM132A"
"15615","Slc38a4","SLC38A4"
"15616","Ano1","ANO1"
"15617","Adi1","ADI1"
"15618","Acoxl","ACOXL"
"15619","Gimap4","GIMAP4"
"15620","Cfap44","CFAP44"
"15621","Slc16a10","SLC16A10"
"15622","Phc2","PHC2"
"15623","Pcdha1","PCDHA1"
"15624","Pcdha12","PCDHA11"
"15625","Pcdha8","PCDHA8"
"15626","Pcdha6","PCDHA6"
"15627","Pcdhga3","PCDHGA3"
"15628","Pcdhgb7","PCDHGB7"
"15629","Pcdhb5","PCDHB4"
"15630","Zdhhc13","ZDHHC13"
"15632","Tro","TRO"
"15633","Slco1b2","SLCO1B3"
"15634","Ngef","NGEF"
"15636","Cass4","CASS4"
"15637","Adcy2","ADCY2"
"15639","Col20a1","COL20A1"
"15640","Rdh14","RDH14"
"15642","G4","C6orf47"
"15643","Stk32c","STK32C"
"15644","Tesc","TESC"
"15645","Shank3","SHANK3"
"15646","Cep295nl","CEP295NL"
"15649","Chia","CHIA"
"15650","Celf5","CELF5"
"15651","LOC100365119","OXCT2"
"15652","Oxct2b","OXCT2"
"15653","Thada","THADA"
"15654","Abcg4","ABCG4"
"15658","Eddm3b","EDDM3B"
"15659","Fancf","FANCF"
"15660","Ctbp2","CTBP2"
"15661","Cacnb2","CACNB2"
"15662","LOC102552120","LBHD1"
"15663","Hsdl2","HSDL2"
"15664","Ca13","CA13"
"15665","Glb1l","GLB1L"
"15666","Haus3","HAUS3"
"15667","Cyp2r1","CYP2R1"
"15668","Mctp1","MCTP1"
"15669","Bbof1","BBOF1"
"15670","Trib1","TRIB1"
"15672","Erich2","ERICH2"
"15673","Nacc2","NACC2"
"15674","Pabir1","PABIR1"
"15675","Mrnip","MRNIP"
"15676","Golt1a","GOLT1A"
"15677","Eqtn","EQTN"
"15680","Fam110c","FAM110C"
"15681","LOC100910122","PHYKPL"
"15683","Cyp2s1","CYP2S1"
"15684","Usp50","USP50"
"15685","Prps1l1","PRPS1L1"
"15686","RGD1561795","C11orf97"
"15688","Spatc1l","SPATC1L"
"15689","Osbp2","OSBP2"
"15690","Stk33","STK33"
"15691","Nlrp4","NLRP4"
"15692","Fam107b","FAM107B"
"15693","Tas1r2","TAS1R2"
"15694","Kcnk16","KCNK16"
"15695","Fhip1b","FHIP1B"
"15696","Atp13a4","ATP13A4"
"15697","Accs","ACCS"
"15698","Tmem141","TMEM141"
"15699","Cdc14a","CDC14A"
"15700","Trim5","TRIM5"
"15701","Cnnm4","CNNM4"
"15702","Lipk","LIPK"
"15703","Cyp4x1","CYP4X1"
"15704","H2bu1","H2BU1"
"15705","Gmds","GMDS"
"15706","Ak5","AK5"
"15707","Prmt8","PRMT8"
"15708","Slc36a3","SLC36A3"
"15709","Ipmk","IPMK"
"15710","Slc7a14","SLC7A14"
"15711","Map3k9","MAP3K9"
"15712","Ly6g6d","LY6G6D"
"15713","Tsga13","TSGA13"
"15714","Arhgap33","ARHGAP33"
"15715","Tcf23","TCF23"
"15717","Klf14","KLF14"
"15718","Prx","PRX"
"15719","Slc17a9","SLC17A9"
"15720","Tmem132c","TMEM132C"
"15721","Uroc1","UROC1"
"15723","Serpinb3a","SERPINB4"
"15724","Slc25a45","SLC25A45"
"15725","Ctsl","CTSV"
"15726","Mbnl2","MBNL2"
"15727","Rbbp8nl","RBBP8NL"
"15730","Asb16","ASB16"
"15731","Ccn6","CCN6"
"15732","Oscar","OSCAR"
"15733","Syce1","SYCE1"
"15734","Gipc3","GIPC3"
"15735","Krt25","KRT25"
"15736","Tedc1","TEDC1"
"15737","UST4r","SLC22A25"
"15738","Ust5r","SLC22A25"
"15742","Prss33","PRSS33"
"15743","Cep290","CEP290"
"15744","Calml4","CALML4"
"15750","Cfap58","CFAP58"
"15751","Cfap58l1","CFAP58"
"15753","Osbpl2","OSBPL2"
"15755","Btbd16","BTBD16"
"15756","Capn12","CAPN12"
"15757","Ube2e2","UBE2E2"
"15758","Dact3","DACT3"
"15759","Dnajb7","DNAJB7"
"15764","Zfp563","ZNF563"
"15766","Ahcyl1","AHCYL1"
"15768","Nags","NAGS"
"15769","Cplx3","CPLX3"
"15773","Glis1","GLIS1"
"15774","Wfdc9","WFDC9"
"15775","Zfp362","ZNF362"
"15776","Ccdc17","CCDC17"
"15777","Scfd2","SCFD2"
"15778","Mlkl","MLKL"
"15779","Apcdd1","APCDD1"
"15781","Catsper2","CATSPER2"
"15782","Mfsd4b","MFSD4B"
"15783","Kir3dl1","KIR3DL3"
"15784","Atp13a5","ATP13A5"
"15785","Fam71a","FAM71A"
"15786","Plekhg3","PLEKHG3"
"15787","Ttll11","TTLL11"
"15788","Ifnl1","IFNL3"
"15789","Ifnl3","IFNL3"
"15790","Ccdc134","CCDC134"
"15791","Sh3rf3","SH3RF3"
"15792","Ssc5d","SSC5D"
"15794","Dpy19l2","DPY19L2"
"15795","Csnka2ip","LOC100506944"
"15796","Klk15","KLK15"
"15797","LOC102553035","KLK15"
"15798","Plxna4","PLXNA4"
"15799","Ccdc71l","CCDC71L"
"15800","Ccdc169","CCDC169"
"15806","Ccdc187","CCDC187"
"15810","Itpripl1","ITPRIPL1"
"15811","Actl9","ACTL9"
"15812","Pirt","PIRT"
"15813","Radil","RADIL"
"15814","LOC100911416","TM6SF2"
"15815","Tm6sf2","TM6SF2"
"15816","LOC690276","C2orf50"
"15817","Mamstr","MAMSTR"
"15818","Izumo1","IZUMO1"
"15819","Cyp2u1","CYP2U1"
"15820","Fam189a1","FAM189A1"
"15821","Prss46","PRSS46P"
"15823","Rgs11","RGS11"
"15824","Espnl","ESPNL"
"15825","Tmem95","TMEM95"
"15826","Astn2","ASTN2"
"15827","Ms4a13-ps1","MS4A13"
"15828","Cidea","CIDEA"
"15829","Tbc1d10c","TBC1D10C"
"15830","Entpd8","ENTPD8"
"15831","Lipi","LIPI"
"15835","C2cd4a","C2CD4A"
"15836","Tex43","TEX43"
"15837","Xkrx","XKRX"
"15838","Pla2g4f","PLA2G4F"
"15839","Rimbp3","RIMBP3"
"15840","Rimbp3","RIMBP3B"
"15841","Rimbp3","RIMBP3C"
"15842","Fhad1","FHAD1"
