"","Symbol_Mouse","Symbol_Human"
"16128","Gm21637","SPIN2B"
"16129","Gm2854","SPIN2A"
"16130","Gm2854","SPIN2B"
"16131","Gm2892","SPIN2A"
"16132","Gm2892","SPIN2B"
"16133","Gm3757","SPIN2A"
"16134","Gm3757","SPIN2B"
"16135","Gm5923","SPIN2A"
"16136","Gm5923","SPIN2B"
"16137","Gm5926","SPIN2A"
"16138","Gm5926","SPIN2B"
"16139","Spin2d","SPIN2A"
"16140","Spin2d","SPIN2B"
"16141","Spin2e","SPIN2A"
"16142","Spin2e","SPIN2B"
"16143","Spin2-ps1","SPIN2A"
"16144","Spin2-ps1","SPIN2B"
"16145","Spin2-ps2","SPIN2A"
"16146","Spin2-ps2","SPIN2B"
"16147","Spin2-ps3","SPIN2A"
"16148","Spin2-ps3","SPIN2B"
"16149","Spin2-ps4","SPIN2A"
"16150","Spin2-ps4","SPIN2B"
"16152","Arl13a","ARL13A"
"16153","Lingo3","LINGO3"
"16158","Slc10a5","SLC10A5"
"16159","Kcnq4","KCNQ4"
"16161","Mtus2","MTUS2"
"16162","Gsg1l","GSG1L"
"16163","Phf21b","PHF21B"
"16165","Majin","MAJIN"
"16166","2510009E07Rik","C3orf70"
"16167","Ociad2","OCIAD2"
"16169","Ifit1bl1","IFIT1"
"16170","Ifit1bl2","IFIT1"
"16171","Pvrig","PVRIG"
"16173","Ptchd4","PTCHD4"
"16174","Hip1r","HIP1R"
"16175","Irgm2","IRGM"
"16176","Ccdc160","CCDC160"
"16177","Cibar2","CIBAR2"
"16178","Upk3bl","UPK3BL1"
"16179","Fam174c","FAM174C"
"16181","Rnf225","RNF225"
"16183","Tmem273","TMEM273"
"16184","Insc","INSC"
"16185","1700094D03Rik","C1orf189"
"16186","Olfr167","OR2L2"
"16187","Utp14b","UTP14C"
"16188","Rgs7bp","RGS7BP"
"16189","Fbxl21","FBXL21P"
"16190","Gm11837","C8orf88"
"16191","Tmem200c","TMEM200C"
"16193","Wdr38","WDR38"
"16196","Fam205a1","FAM205A"
"16197","Fam205a2","FAM205A"
"16198","Fam205a3","FAM205A"
"16199","Fam205a4","FAM205A"
"16201","BC048562","C3orf84"
"16202","Smco3","SMCO3"
"16204","Etv3l","ETV3L"
"16206","Rnase13","RNASE13"
"16207","Ccdc175","CCDC175"
"16208","Spib","SPIB"
"16209","Ccdc152","CCDC152"
"16210","Ftl1","FTL"
"16211","Ftl1-ps2","FTL"
"16213","Olfr180","OR5K4"
"16218","Olfr993","OR5AK2"
"16249","Olfr1490","OR10W1"
"16254","Lmtk3","LMTK3"
"16262","Olfr1162","OR5D14"
"16263","Kdm5c","KDM5C"
"16269","Eef1akmt3","EEF1AKMT3"
"16270","Arrdc2","ARRDC2"
"16272","Klhl3","KLHL3"
"16273","Rbm38","RBM38"
"16274","Dscaml1","DSCAML1"
"16283","Fbrs","FBRS"
"16285","Dppa2","DPPA2"
"16286","Spx","SPX"
"16290","Mrgpra1","MRGPRX3"
"16291","Mrgpra2a","MRGPRX3"
"16292","Mrgpra2b","MRGPRX3"
"16293","Mrgpra9","MRGPRX3"
"16294","Dgat2l6","DGAT2L6"
"16295","Rskr","RSKR"
"16296","Ciart","CIART"
"16297","Osbpl7","OSBPL7"
"16300","Olfr26","OR8D1"
"16301","Olfr933","OR8D1"
"16302","Olfr1052","OR5J2"
"16304","Dtwd2","DTWD2"
"16306","Dcdc5","DCDC5"
"16309","Tmem200b","TMEM200B"
"16310","Prdm6","PRDM6"
"16311","Rnf165","RNF165"
"16312","Gm136","C6orf163"
"16318","Shoc1","SHOC1"
"16319","Ccdc167","CCDC167"
"16320","Ctu2","CTU2"
"16323","Fbxl17","FBXL17"
"16324","Prss56","PRSS56"
"16331","Foxl3","FOXL3-OT1"
"16332","Gmnc","GMNC"
"16333","Ccdc189","CCDC189"
"16334","Tmem74bos","C20orf202"
"16344","Prss53","PRSS53"
"16345","Ctsa","CTSA"
"16346","Atp2a2","ATP2A2"
"16347","Cox10","COX10"
"16348","Cstf2","CSTF2"
"16349","Lcp1","LCP1"
"16350","Stx3","STX3"
"16351","Dpep1","DPEP1"
"16352","Spock1","SPOCK1"
"16353","Cyp4f15","CYP4F8"
"16354","Tapt1","TAPT1"
"16355","Rptor","RPTOR"
"16356","H2az1","H2AZ1"
"16357","Cstf2t","CSTF2T"
"16358","Cpvl","CPVL"
"16359","Dph6","DPH6"
"16360","Ufsp1","UFSP1"
"16361","Ndufab1","NDUFAB1"
"16362","Ndufab1-ps","NDUFAB1"
"16364","Tmprss4","TMPRSS4"
"16365","Gpr107","GPR107"
"16369","Zfp703","ZNF703"
"16372","Olfr679","OR56A3"
"16373","Olfr681","OR56A3"
"16374","Olfr715","OR2D2"
"16375","Olfr715b","OR2D2"
"16378","Olfr1211","OR4C15"
"16379","Olfr979","OR10G9"
"16380","Olfr980","OR10G4"
"16381","Olfr1201","OR4C11"
"16382","Olfr1205","OR4C11"
"16383","Olfr1206","OR4C11"
"16385","Olfr1230","OR4C6"
"16386","Olfr39","OR7D4"
"16387","Olfr568","OR51F2"
"16388","Olfr677","OR52E4"
"16389","Tacc3","TACC3"
"16390","Cept1","CEPT1"
"16391","Slc10a7","SLC10A7"
"16393","Rims2","RIMS2"
"16394","Eid3","EID3"
"16395","Pisd","PISD"
"16396","Zdhhc2","ZDHHC2"
"16397","Ehd1","EHD1"
"16398","Stom","STOM"
"16399","Crisp4","CRISP1"
"16400","Bcat2","BCAT2"
"16402","Npm1","NPM1"
"16403","Slc22a4","SLC22A4"
"16404","Rps6kb1","RPS6KB1"
"16405","Snn","SNN"
"16406","Cul4a","CUL4A"
"16407","Mrpl33","MRPL33"
"16408","Ppp4r1","PPP4R1"
"16409","Bcl3","BCL3"
"16410","Papss1","PAPSS1"
"16411","Inmt","INMT"
"16412","Zdhhc15","ZDHHC15"
"16413","Brd3","BRD3"
"16414","Lhb","LHB"
"16415","Sin3b","SIN3B"
"16416","Cpne6","CPNE6"
"16417","Mafg","MAFG"
"16418","Tead3","TEAD3"
"16419","Zfp27","ZNF585A"
"16420","Ago2","AGO2"
"16421","Ago1","AGO1"
"16422","Sirt3","SIRT3"
"16423","Prpf40b","PRPF40B"
"16424","Grik4","GRIK4"
"16425","Ubqln2","UBQLN2"
"16426","Ehd3","EHD3"
"16427","Actl6b","ACTL6B"
"16428","Ccdc106","CCDC106"
"16429","Crk","CRK"
"16430","Mbd5","MBD5"
"16431","Pcdhga4","PCDHGA4"
"16432","Pcdhgb1","PCDHGB1"
"16433","Pcdhgb8","PCDHGB3"
"16434","Barhl1","BARHL1"
"16435","Cyp4f14","CYP4F12"
"16436","Pcdhb17","PCDHB16"
"16437","Ube2v1","UBE2V1"
"16438","Tpm3","TPM3"
"16439","Gng13","GNG13"
"16440","S100pbp","S100PBP"
"16441","Aunip","AUNIP"
"16442","Zmat4","ZMAT4"
"16443","Catsperb","CATSPERB"
"16444","Treml2","TREML2"
"16445","Zbtb46","ZBTB46"
"16446","Hnrnpk","HNRNPK"
"16447","Tomm6","TOMM6"
"16448","Lyzl1","LYZL1"
"16449","Lrrc18","LRRC18"
"16450","Ppp2r2d","PPP2R2D"
"16451","Castor1","CASTOR1"
"16452","Vsir","VSIR"
"16455","1700018B08Rik","C16orf95"
"16456","Trappc9","TRAPPC9"
"16457","Llcfc1","LLCFC1"
"16458","B3gnt4","B3GNT4"
"16459","Adamts10","ADAMTS10"
"16460","Llph","LLPH"
"16461","Llph-ps1","LLPH"
"16462","Llph-ps2","LLPH"
"16463","Myo7b","MYO7B"
"16464","Tslp","TSLP"
"16465","Hhipl1","HHIPL1"
"16466","Strn3","STRN3"
"16467","Plb1","PLB1"
"16468","Gm15753","SP110"
"16469","Gm16026","SP110"
"16470","Sp110","SP110"
"16471","Fam131a","FAM131A"
"16473","Ccdc85c","CCDC85C"
"16475","Acbd7","ACBD7"
"16476","Mpig6b","MPIG6B"
"16477","Cops9","COPS9"
"16478","Fat3","FAT3"
"16480","Patl1","PATL1"
"16481","Ttc24","TTC24"
"16482","Hyls1","HYLS1"
"16483","Naprt","NAPRT"
"16484","Olfr1424","OR4D10"
"16485","Olfr1255","OR4C12"
"16486","Olfr1258","OR4C46"
"16488","Lcorl","LCORL"
"16489","Panx3","PANX3"
"16490","Zxdc","ZXDC"
"16491","Fam217a","FAM217A"
"16492","Gm11437","C17orf78"
"16493","Epop","EPOP"
"16494","Fam72a","FAM72A"
"16495","Zfp770","ZNF770"
"16496","Dennd11","DENND11"
"16497","Cdhr4","CDHR4"
"16498","Bhlha9","BHLHA9"
"16499","Ablim2","ABLIM2"
"16500","Smtnl2","SMTNL2"
"16501","Dixdc1","DIXDC1"
"16503","1700021F07Rik","C20orf85"
"16504","Mtmr11","MTMR11"
"16505","Btbd8","BTBD8"
"16506","Kctd2","KCTD2"
"16507","Foxo6","FOXO6"
"16508","Ankrd17","ANKRD17"
"16509","Rnf148","RNF148"
"16510","Inf2","INF2"
"16511","Foxk1","FOXK1"
"16513","Iqsec1","IQSEC1"
"16514","Rfx8","RFX8"
"16515","Alkal1","ALKAL1"
"16516","Hs3st4","HS3ST4"
"16517","Rgs21","RGS21"
"16518","Fam162b","FAM162B"
"16519","Brd9","BRD9"
"16522","Ccdc62","CCDC62"
"16523","Zfp580","ZNF580"
"16524","Syndig1l","SYNDIG1L"
"16525","4932415D10Rik","C2orf16"
"16526","Gm17434","C2orf16"
"16527","Gm17695","C2orf16"
"16529","Ffar3","FFAR3"
"16530","Arhgef16","ARHGEF16"
"16531","Sfmbt2","SFMBT2"
"16532","Lactbl1","LACTBL1"
"16533","Rbm4","RBM4"
"16534","Prdm11","PRDM11"
"16535","Aadacl4","AADACL4"
"16536","Cfap99","CFAP99"
"16537","Gm7073","CXorf66"
"16538","Urad","URAD"
"16540","Adamts6","ADAMTS6"
"16543","Sbk3","SBK3"
"16544","Smim20","SMIM20"
"16546","Myo1h","MYO1H"
"16547","Rad21l","RAD21L1"
"16548","Dcdc2b","DCDC2B"
"16549","Trappc3l","TRAPPC3L"
"16550","Shisal2a","SHISAL2A"
"16551","AI429214","C8orf48"
"16552","Ankrd34a","ANKRD34A"
"16553","Coa5","COA5"
"16554","Sirpb1a","SIRPB1"
"16555","Sirpb1b","SIRPB1"
"16556","Sirpb1c","SIRPB1"
"16557","Olfr648","OR52H1"
"16572","Eif4b","EIF4B"
"16594","Gpr17","GPR17"
"16595","Rps29","RPS29"
"16596","Fcrlb","FCRLB"
"16598","Aim2","AIM2"
"16599","Kifc1","KIFC1"
"16600","Kifc5b","KIFC1"
"16601","Foxd4","FOXD4"
"16602","Sorbs1","SORBS1"
"16606","H2az2","H2AZ2"
"16612","Tmem28","FAM155B"
"16613","Taok3","TAOK3"
"16614","Zkscan7","ZKSCAN7"
"16615","Angptl8","ANGPTL8"
"16616","Dock6","DOCK6"
"16617","Sorbs2","SORBS2"
"16618","Lilra5","LILRA5"
"16622","Ubl5","UBL5"
"16623","Taf7l","TAF7L"
"16627","Hmgb4","HMGB4"
"16628","H2al1a","LOC101928761"
"16629","H2al1b","LOC101928761"
"16630","H2al1c","LOC101928761"
"16631","H2al1d","LOC101928761"
"16632","H2al1e","LOC101928761"
"16633","H2al1f","LOC101928761"
"16634","H2al1g","LOC101928761"
"16635","H2al1h","LOC101928761"
"16636","H2al1i","LOC101928761"
"16637","H2al1j","LOC101928761"
"16638","H2al1k","LOC101928761"
"16639","H2al1m","LOC101928761"
"16640","H2al1n","LOC101928761"
"16641","H2al1o","LOC101928761"
"16642","H2al2a","LOC101928761"
"16643","H2al2b","LOC101928761"
"16644","H2al2c","LOC101928761"
"16647","Spag11b","SPAG11B"
"16649","Defb23","DEFB129"
"16654","Spocd1","SPOCD1"
"16655","Olfr1014","OR9G1"
"16656","Olfr459","OR9A2"
"16657","Glipr1l1","GLIPR1L1"
"16658","Glipr1l3","GLIPR1L1"
"16659","Pou5f2","POU5F2"
"16661","Nxpe4","NXPE4"
"16662","Fam155a","FAM155A"
"16663","Wdfy4","WDFY4"
"16667","Abcb5","ABCB5"
"16668","Smagp","SMAGP"
"16678","Zswim6","ZSWIM6"
"16679","Rec114","REC114"
"16689","Ptprq","PTPRQ"
"16691","Ndufaf8","NDUFAF8"
"16694","Lrrc71","LRRC71"
"16696","Mcidas","MCIDAS"
"16699","Prob1","PROB1"
"16700","Tmem253","TMEM253"
"16701","Lmo7","LMO7"
"16702","4933411K16Rik","C10orf62"
"16703","Gm13889","C11orf96"
"16708","Clrn2","CLRN2"
"16709","Uqcc3","UQCC3"
"16713","Olfr155","OR2S2"
"16714","Ston2","STON2"
"16715","Klrb1a","KLRB1"
"16716","Klrb1b","KLRB1"
"16717","Klrb1c","KLRB1"
"16718","Pygl","PYGL"
"16719","Ube2e1","UBE2E1"
"16720","Prkch","PRKCH"
"16721","Nr2e3","NR2E3"
"16722","Stk26","STK26"
"16723","Ces3a","CES3"
"16724","Ces3b","CES3"
"16725","1810009A15Rik","C11orf98"
"16727","Nek8","NEK8"
"16728","Rnf7","RNF7"
"16729","Olfr727","OR4K15"
"16732","Chtf8","CHTF8"
"16733","Crem","CREM"
"16734","Grtp1","GRTP1"
"16735","Tusc1","TUSC1"
"16736","Cys1","CYS1"
"16737","Clec4n","CLEC6A"
"16738","Spata31","SPATA31A1"
"16739","Spata31","SPATA31A3"
"16740","Spata31","SPATA31A5"
"16741","Spata31","SPATA31A6"
"16742","Spata31","SPATA31A7"
"16744","Tchhl1","TCHHL1"
"16745","Hs3st6","HS3ST6"
"16746","Ppp1r13l","PPP1R13L"
"16747","Serp2","SERP2"
"16748","Rnase12","RNASE12"
"16749","Cenpw","CENPW"
"16750","Sprn","SPRN"
"16751","Fam229b","FAM229B"
"16752","Cpne9","CPNE9"
"16753","Akr1c6","AKR1C4"
"16754","Shroom2","SHROOM2"
"16755","Sbf1","SBF1"
"16756","Dlec1","DLEC1"
"16757","Syngap1","SYNGAP1"
"16758","Vpreb1","VPREB1"
"16759","Vpreb2","VPREB1"
"16760","Osbpl1a","OSBPL1A"
"16762","Rptn","RPTN"
"16766","Zfp30","ZFP30"
"16767","Ralgapa1","RALGAPA1"
"16768","Nkrf","NKRF"
"16769","Diaph3","DIAPH3"
"16771","Zbed5","ZBED5"
"16772","Gpbp1l1","GPBP1L1"
"16773","Lpin3","LPIN3"
"16778","Tex22","TEX22"
"16779","Castor2","CASTOR2"
"16781","Krtap3-1","KRTAP3-1"
"16782","Agbl4","AGBL4"
"16783","Slc35e2","SLC35E2B"
"16784","Kcnq1","KCNQ1"
"16785","Trabd2b","TRABD2B"
"16788","Fam160a1","FHIP1A"
"16789","Micall2","MICALL2"
"16790","Ankar","ANKAR"
"16791","Mia3","MIA3"
"16792","Fam83g","FAM83G"
"16793","Plch2","PLCH2"
"16794","1700067K01Rik","C19orf67"
"16795","Smim5","SMIM5"
"16796","Scx","SCX"
"16797","Prr19","PRR19"
"16798","Smim23","SMIM23"
"16799","Fer1l5","FER1L5"
"16800","Rab42","RAB42"
"16801","Rad51ap2","RAD51AP2"
"16802","Gfy","GFY"
"16804","Mical3","MICAL3"
"16805","Mroh2a","MROH2A"
"16806","Grxcr2","GRXCR2"
"16807","Tmem229a","TMEM229A"
"16808","Arl14epl","ARL14EPL"
"16809","Zar1l","ZAR1L"
"16810","Pdzrn4","PDZRN4"
"16811","Fam133b","FAM133B"
"16812","Insyn2a","INSYN2A"
"16813","Ctxn3","CTXN3"
"16814","Catsperz","CATSPERZ"
"16815","Ccer2","CCER2"
"16816","Svip","SVIP"
"16817","Syce3","SYCE3"
"16818","Akain1","AKAIN1"
"16819","D830031N03Rik","KIAA0754"
"16820","Gm14137","C15orf62"
"16821","Tmem88b","TMEM88B"
"16822","Cyp2a4","CYP2A13"
"16823","Cyp2a4","CYP2A6"
"16824","Cyp2a4","CYP2A7"
"16825","Cyp2a5","CYP2A13"
"16826","Cyp2a5","CYP2A6"
"16827","Cyp2a5","CYP2A7"
"16833","Rps6","RPS6"
"16846","Ugt1a6a","UGT1A6"
"16847","Ugt1a6b","UGT1A6"
"16848","Zfp780b","ZNF780B"
"16855","Vmn1r224","VN1R2"
"16861","Macrod2","MACROD2"
"16862","Dcun1d2","DCUN1D2"
"16863","Serf2","SERF2"
"16864","Accsl","ACCSL"
"16865","Selenoh","SELENOH"
"16866","Pate2","PATE2"
"16869","Il20rb","IL20RB"
"16870","Dusp22","DUSP22"
"16871","Morf4l1","MORF4L1"
"16872","Polr2k","POLR2K"
"16873","Atp5l","ATP5MG"
"16874","Nectin2","NECTIN2"
"16880","Isoc2a","ISOC2"
"16900","Mrgprx1","MRGPRX4"
"16904","Ugt1a2","UGT1A3"
"16905","Fam124a","FAM124A"
"16907","Mrgprb2","MRGPRX1"
"16910","C2cd4d","C2CD4D"
"16911","Frg2f1","FRG2"
"16912","Frg2f1","FRG2B"
"16913","Frg2f10","FRG2"
"16914","Frg2f10","FRG2B"
"16915","Frg2f11","FRG2"
"16916","Frg2f11","FRG2B"
"16917","Frg2f12","FRG2"
"16918","Frg2f12","FRG2B"
"16919","Frg2f13","FRG2"
"16920","Frg2f13","FRG2B"
"16921","Frg2f2","FRG2"
"16922","Frg2f2","FRG2B"
"16923","Frg2f3","FRG2"
"16924","Frg2f3","FRG2B"
"16925","Frg2f4","FRG2"
"16926","Frg2f4","FRG2B"
"16927","Frg2f5","FRG2"
"16928","Frg2f5","FRG2B"
"16929","Frg2f6","FRG2"
"16930","Frg2f6","FRG2B"
"16931","Frg2f7","FRG2"
"16932","Frg2f7","FRG2B"
"16933","Frg2f8","FRG2"
"16934","Frg2f8","FRG2B"
"16935","Frg2f9","FRG2"
"16936","Frg2f9","FRG2B"
"16938","Syce1l","SYCE1L"
"16939","Atad2b","ATAD2B"
"16941","Zfp407","ZNF407"
"16942","Nbeal2","NBEAL2"
"16952","Tex28","TEX28"
"16963","F11","F11"
"16969","Olfr1385","OR2Y1"
"16970","Olfr1386","OR2Y1"
"16971","Defb29","DEFB116"
"16972","Fam170a","FAM170A"
"16973","Sapcd1","SAPCD1"
"16974","Tmem178b","TMEM178B"
"16979","Zmat1","ZMAT1"
"16980","Coq8b","COQ8B"
"16981","Gtf2a1l","GTF2A1L"
"16987","Wasf2","WASF2"
"16990","Lilr4b","LILRB4"
"16991","Lilrb4a","LILRB4"
"16994","Synb","ERVFRD-1"
"16996","Lrrc24","LRRC24"
"17001","Zfp90","ZFP90"
"17004","Ecscr","ECSCR"
"17006","Agap2","AGAP2"
"17007","Bsph1","BSPH1"
"17008","Tmem102","TMEM102"
"17011","Clpsl2","CLPSL2"
"17012","Mansc4","MANSC4"
"17014","Mettl7a1","METTL7A"
"17021","Klrc1","KLRC1"
"17027","Defb47","DEFB130A"
"17028","Defb47","DEFB130B"
"17030","Defb18","DEFB113"
"17036","Erich4","ERICH4"
"17038","Fmo2","FMO2"
"17039","Cks2","CKS2"
"17040","Myl6b","MYL6B"
"17041","Psme2","PSME2"
"17042","Wipf1","WIPF1"
"17043","Kmt2d","KMT2D"
"17044","Taf10","TAF10"
"17227","Dazl","DAZ2"
"17233","Zscan12","ZSCAN12"
"17234","Ppp6r1","PPP6R1"
"17235","Nrxn2","NRXN2"
"17236","Atg2a","ATG2A"
"17237","Nedd4l","NEDD4L"
"17238","Nudt10","NUDT11"
"17239","Nudt11","NUDT11"
"17241","Ankhd1","ANKHD1"
"17242","Ankhd1","ANKHD1-EIF4EBP3"
"17244","Tas2r140","TAS2R14"
"17246","Ankrd61","ANKRD61"
"17253","Rnf168","RNF168"
"17257","Tdrd12","LOC101929327"
"17263","Tex48","TEX48"
"17266","Nxpe2","NXPE2"
"17267","Smim12","SMIM12"
"17270","Rpl38","RPL38"
"17271","Hfm1","HFM1"
"17275","Vegfb","VEGFB"
"17276","Zc3h4","ZC3H4"
"17277","Dnajc19","DNAJC19"
"17278","Dnajc19-ps","DNAJC19"
"17283","Ccdc13","CCDC13"
"17284","Tceal7","TCEAL7"
"17286","Zfp11","ZNF546"
"17287","Zfp846","ZNF846"
"17288","Erfe","ERFE"
"17291","Mei4","MEI4"
"17294","Psd3","PSD3"
"17297","Tmem241","TMEM241"
"17301","Fam178b","FAM178B"
"17302","AB124611","C19orf38"
"17307","Alkal2","ALKAL2"
"17308","4930563E22Rik","C17orf100"
"17313","Zcwpw2","ZCWPW2"
"17316","A4gnt","A4GNT"
"17318","Septin14","SEPTIN14"
"17319","Pet100","PET100"
"17321","Spink13","SPINK13"
"17323","Ccdc182","CCDC182"
"17325","1190007I07Rik","C12orf73"
"17326","D930020B18Rik","C12orf56"
"17328","Spata48","SPATA48"
"17329","Cic","CIC"
"17330","Frrs1l","FRRS1L"
"17331","Ylpm1","YLPM1"
"17332","Rpl7","RPL7"
"17333","Olfr1510","OR10G2"
"17334","Olfr1511","OR10G2"
"17335","Zfp251","ZNF251"
"17336","Pf4","PF4"
"17337","Tial1","TIAL1"
"17338","Phf11a","PHF11"
"17339","Phf11b","PHF11"
"17340","Phf11c","PHF11"
"17341","Phf11d","PHF11"
"17342","Ranbp2","RGPD1"
"17343","Ranbp2","RGPD2"
"17344","Ranbp2","RGPD3"
"17345","Ranbp2","RGPD4"
"17346","Ranbp2","RGPD5"
"17347","Ranbp2","RGPD6"
"17348","Ranbp2","RGPD8"
"17349","Rufy3","RUFY3"
"17350","Kcp","KCP"
"17351","Dlx6","DLX6"
"17352","Sumo2","SUMO2"
"17353","Isca1","ISCA1"
"17354","Zfp65","ZNF253"
"17355","Krtap1-4","KRTAP1-5"
"17357","Tysnd1","TYSND1"
"17358","Nek5","NEK5"
"17359","Krtap24-1","KRTAP24-1"
"17360","Msmp","MSMP"
"17361","Zfr2","ZFR2"
"17362","Mill2","MICB"
"17363","Hfe","HFE"
"17364","Calca","CALCB"
"17365","Kng1","KNG1"
"17366","Kng2","KNG1"
"17367","Olfr166","OR2L13"
"17371","Olfr1414","OR6B3"
"17372","Olfr66","OR51B4"
"17377","Fcrl6","FCRL6"
"17378","Olfr978","OR10G7"
"17380","Olfr1303","OR4F16"
"17381","Olfr1303","OR4F21"
"17382","Olfr1303","OR4F29"
"17383","Olfr1303","OR4F3"
"17384","Olfr237","OR2A14"
"17385","Olfr441","OR2A14"
"17386","Olfr444","OR2A14"
"17387","Itch","ITCH"
"17388","Rps11","RPS11"
"17389","Tom1","TOM1"
"17390","Gpx8","GPX8"
"17391","Krt36","KRT36"
"17392","Zfp566","ZNF566"
"17393","Slc25a51","SLC25A51"
"17395","Fundc2","FUNDC2"
"17396","Pfkfb2","PFKFB2"
"17397","Ctrb1","CTRB2"
"17398","Chka","CHKA"
"17399","Hs3st3b1","HS3ST3B1"
"17400","Cfap221","CFAP221"
"17401","Gsk3a","GSK3A"
"17402","Myrfl","MYRFL"
"17403","Nxf2","NXF2"
"17404","Nxf2","NXF2B"
"17405","Kncn","KNCN"
"17406","Ugt1a5","UGT1A4"
"17407","Cxcl5","CXCL6"
"17408","Slc7a7","SLC7A7"
"17409","Gm13305","IL11RA"
"17410","Il11ra1","IL11RA"
"17411","Il11ra2","IL11RA"
"17412","Ybx1","YBX1"
"17413","Pfkfb3","PFKFB3"
"17414","Sms","SMS"
"17415","Sms-ps","SMS"
"17416","Chkb","CHKB"
"17417","Hs3st3a1","HS3ST3A1"
"17418","Rps18","RPS18"
"17419","Plcd4","PLCD4"
"17421","Ninj1","NINJ1"
"17423","Plch1","PLCH1"
"17424","Pcdhb10","PCDHB5"
"17425","Nlk","NLK"
"17426","Larp7","LARP7"
"17427","Cenpx","CENPX"
"17428","Krt71","KRT71"
"17429","H2ac10","H2AC14"
"17430","Krtap3-2","KRTAP3-3"
"17431","Krtap3-3","KRTAP3-3"
"17432","Krtap26-1","KRTAP26-1"
"17433","Cmtm2b","CMTM2"
"17434","Angptl6","ANGPTL6"
"17435","Nlrc5","NLRC5"
"17436","Gm7145","ZNF658"
"17437","Zfp616","ZNF658"
"17438","Zfp735","ZNF658"
"17439","Csmd2","CSMD2"
"17441","Cbx1","CBX1"
"17442","Pate1","PATE1"
"17443","Nxnl1","NXNL1"
"17444","Krt79","KRT79"
"17446","Hs6st3","HS6ST3"
"17447","Fam71e2","FAM71E2"
"17448","2210408I21Rik","KIAA0825"
"17449","Ttc22","TTC22"
"17450","Itih5l-ps","ITIH6"
"17451","Fam47c","FAM47A"
"17452","Atp6v1fnb","ATP6V1FNB"
"17453","Slc35g3","SLC35G6"
"17455","Cnpy1","CNPY1"
"17456","Tmem210","TMEM210"
"17457","Smim15","SMIM15"
"17458","Dnah14","DNAH14"
"17460","Wdr86","WDR86"
"17461","Prr32","PRR32"
"17462","Triqk","TRIQK"
"17463","Lrrc72","LRRC72"
"17464","Rnf212b","RNF212B"
"17465","Mroh6","MROH6"
"17466","Jakmip3","JAKMIP3"
"17468","Ccdc188","CCDC188"
"17469","Mlip","MLIP"
"17470","Tmem249","TMEM249"
"17471","6030468B19Rik","C17orf99"
"17472","Hmcn2","HMCN2"
"17473","Krtap27-1","KRTAP27-1"
"17474","Jakmip1","JAKMIP1"
"17475","4930444P10Rik","C8orf89"
"17476","Gla","GLA"
"17477","Rpl9","RPL9"
"17479","Csnk2a1","CSNK2A1"
"17480","Mars1","MARS1"
"17482","Gcsh","GCSH"
"17483","Dnm2","DNM2"
"17484","Wipi2","WIPI2"
"17485","Eif2s3x","EIF2S3"
"17486","Mrpl13","MRPL13"
"17487","Sar1a","SAR1A"
"17488","Pmm1","PMM1"
"17490","Usp54","USP54"
"17491","Sar1b","SAR1B"
"17492","Rabl2","RABL2A"
"17493","Rps21","RPS21"
"17494","Rps14","RPS14"
"17495","Oplah","OPLAH"
"17496","Rhoc","RHOC"
"17497","Septin9","SEPTIN9"
"17498","Prelid3a","PRELID3A"
"17499","Ing5","ING5"
"17501","Zdhhc9","ZDHHC9"
"17502","Mlh3","MLH3"
"17503","Slc25a24","SLC25A24"
"17504","Pip5k1a","PIP5K1A"
"17505","Psmd10","PSMD10"
"17506","Hsd17b12","HSD17B12"
"17507","Cyb5r1","CYB5R1"
"17508","Sec14l5","SEC14L5"
"17509","Atr","ATR"
"17510","Hao2","HAO2"
"17511","Osbp","OSBP"
"17512","Osbpl5","OSBPL5"
"17513","Jmjd7","JMJD7"
"17515","Dgkh","DGKH"
"17517","Hsd17b2","HSD17B2"
"17518","Pak2","PAK2"
"17519","Prkag1","PRKAG1"
"17520","Snx1","SNX1"
"17521","Dpm2","DPM2"
"17522","Trip10","TRIP10"
"17523","Kif1a","KIF1A"
"17524","Mtmr7","MTMR7"
"17525","Cfl1","CFL1"
"17526","Septin3","SEPTIN3"
"17527","Pif1","PIF1"
"17528","Gspt2","GSPT2"
"17529","Prdx1","PRDX1"
"17531","Kif1b","KIF1B"
"17532","Mrps2","MRPS2"
"17533","Pcdhb16","PCDHB8"
"17534","Kcmf1","KCMF1"
"17535","Rap2c","RAP2C"
"17536","Agmat","AGMAT"
"17537","Scrt2","SCRT2"
"17539","Slc26a6","SLC26A6"
"17540","Krtap16-1","KRTAP16-1"
"17541","Dgkd","DGKD"
"17542","Ano5","ANO5"
"17543","Ubald2","UBALD2"
"17544","Tcf24","TCF24"
"17545","Hsf4","HSF4"
"17546","Lsm14b","LSM14B"
"17547","Adgb","ADGB"
"17548","Mtus1","MTUS1"
"17549","Ak4","AK4"
"17550","Lgals7","LGALS7"
"17551","Lgals7","LGALS7B"
"17552","Hk1","HK1"
"17554","Olfr1044","OR8U1"
"17555","Ddi1","DDI1"
"17556","Luc7l","LUC7L"
"17557","Plpp5","PLPP5"
"17558","Arl5a","ARL5A"
"17559","Ap3s2","AP3S2"
"17560","Ppp1ccb","PPP1CC"
"17561","Dnajb4","DNAJB4"
"17562","Psmc6","PSMC6"
"17563","Rab4b","RAB4B"
"17564","Pip5k1b","PIP5K1B"
